City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
138,auki,-8.7676,160.7034,297.9,99,99,2.29,SB,1688920363
139,turzovka,49.4043,18.6226,301.7,0,0,2.57,SK,1688920363
140,ati,13.2154,18.3353,310.28,46,46,1.7,TD,1688920115
141,geraldton,-28.7667,114.6,281.38,0,0,4.12,AU,1688920238
142,basco,20.4487,121.9702,301.92,8,8,2.82,PH,1688920364
143,nagqu,31.5,92.0,280.47,100,100,0.66,CN,1688920364
144,beboto,8.2668,16.939,299.33,80,80,1.69,TD,1688920364
145,tyukhtet,56.5389,89.3011,288.1,89,89,2.24,RU,1688920364
146,urucara,-2.5364,-57.76,308.3,10,10,3.22,BR,1688920365
147,uturoa,-16.7333,-151.4333,299.93,79,79,10.37,PF,1688920365
148,sao jose da coroa grande,-8.8978,-35.1478,299.26,72,72,3.96,BR,1688920365
149,macas,-2.3167,-78.1167,296.01,75,75,1.54,EC,1688920365
150,lingdong,46.5669,131.1453,292.93,23,23,1.79,CN,1688920365
151,adiyaman,37.75,38.25,303.14,75,75,5.14,TR,1688920366
152,otacilio costa,-27.4831,-50.1219,286.25,100,100,1.74,BR,1688920366
153,thompson,55.7435,-97.8558,285.24,75,75,5.66,CA,1688920366
154,bahia honda,22.9036,-83.1592,305.69,13,13,3.35,CU,1688920366
155,yuzhno-kurilsk,44.0306,145.8556,288.49,92,92,4.03,RU,1688920367
156,tacuarembo,-31.7333,-55.9833,292.34,37,37,2.9,UY,1688920367
157,kananga,-5.8958,22.4178,299.84,9,9,0.42,CD,1688920367
158,taltal,-25.4,-70.4833,290.92,59,59,1.46,CL,1688920367
159,aioun,16.6614,-9.6149,314.47,7,7,3.11,MR,1688920367
160,abraka,5.7902,6.1047,297.62,99,99,1.22,NG,1688920368
161,macon,39.8667,-88.9668,299.96,0,0,3.6,US,1688920368
162,constantia,44.1833,28.65,302.53,61,61,7.83,RO,1688920368
163,ancenis,47.3667,-1.1667,299.38,88,88,5.27,FR,1688920368
164,kayangel,8.0823,134.7173,301.43,48,48,2.33,PW,1688920369
165,nar'yan-mar,67.6713,53.087,279.53,100,100,3.38,RU,1688920369
166,vorgashor,67.5833,63.95,284.48,96,96,4.32,RU,1688920369
167,kulhudhuffushi,6.6221,73.07,301.37,82,82,5.91,MV,1688920369
168,suncho corral,-27.9336,-63.4294,293.44,100,100,2.98,AR,1688920369
169,al jawf,29.5,38.75,306.72,0,0,4.33,SA,1688920370
170,badiyah,22.45,58.8,304.47,73,73,5.48,OM,1688920370
171,khandud,36.9513,72.318,286.97,91,91,1.15,AF,1688920370
172,portland,45.5234,-122.6762,294.69,40,40,2.57,US,1688920353
173,puerto ayora,-0.7393,-90.3518,303.13,15,15,3.13,EC,1688920275
174,whitehorse,60.7161,-135.0538,288.58,40,40,1.54,CA,1688920303
175,al burayqah,30.4062,19.5739,299.8,0,0,8.99,LY,1688920371
176,matoury,4.8483,-52.3317,301.13,38,38,2.57,GF,1688920253
177,nanping,26.645,118.1736,300.09,72,72,1.33,CN,1688920371
178,port lincoln,-34.7333,135.8667,286.67,100,100,4.84,AU,1688920371
179,lobujya,27.95,86.8167,278.11,93,93,2.11,NP,1688920372
180,olonkinbyen,70.9221,-8.7187,276.09,58,58,8.57,SJ,1688920372
181,ta`u,-14.2336,-169.5144,300.73,21,21,6.11,AS,1688920372
182,kiruna,67.8557,20.2251,292.66,81,81,2.57,SE,1688920372
183,petropavlovsk-kamchatsky,53.0452,158.6483,286.48,75,75,0.0,RU,1688920241
184,tamanrasset,22.785,5.5228,308.1,0,0,4.12,DZ,1688920373
185,el kala,36.8956,8.4433,309.38,69,69,2.03,DZ,1688920373
186,susuman,62.7833,148.1667,274.61,100,100,2.35,RU,1688920373
187,fale old settlement,-9.3852,-171.2468,302.0,98,98,7.46,TK,1688920373
188,san patricio,28.017,-97.5169,307.63,0,0,6.29,US,1688920374
189,kununurra,-15.7667,128.7333,292.14,21,21,3.6,AU,1688920374
190,sault ste. marie,46.5168,-84.3333,294.46,0,0,3.09,CA,1688920331
191,jingdezhen,29.2947,117.2079,297.15,100,100,1.47,CN,1688920374
192,sinop,41.7711,34.8709,291.34,94,94,3.59,TR,1688920375
193,st. john's,47.5649,-52.7093,294.42,100,100,3.6,CA,1688920375
194,alofi,-19.0595,-169.9187,297.09,63,63,2.57,NU,1688920375
195,utrik,11.2278,169.8474,300.97,100,100,7.76,MH,1688920375
196,nueva gerona,21.8833,-82.8,305.16,48,48,5.25,CU,1688920376
197,sodo,6.8642,37.7628,288.49,92,92,0.9,ET,1688920376
198,scarborough,54.2797,-0.4044,296.91,92,92,2.68,GB,1688920376
199,weno,7.4515,151.8468,299.12,100,100,2.57,FM,1688920376
200,anloga,5.7947,0.8973,297.92,99,99,4.56,GH,1688920376
201,ciudad lazaro cardenas,17.9583,-102.2,300.75,100,100,0.89,MX,1688920377
202,mount isa,-20.7333,139.5,286.02,8,8,4.63,AU,1688920377
203,thinadhoo,0.5333,72.9333,300.9,47,47,1.13,MV,1688920377
204,ola,59.5833,151.2833,286.01,100,100,1.78,RU,1688920377
205,chiang klang,19.2938,100.8617,297.21,100,100,0.51,TH,1688920378
206,riberalta,-10.9833,-66.1,305.26,20,20,4.63,BO,1688920378
207,thakhek,17.4103,104.8307,298.18,78,78,0.68,LA,1688920379
208,college,64.8569,-147.8028,289.15,75,75,0.0,US,1688920380
209,lihue,21.9789,-159.3672,297.92,75,75,7.72,US,1688920380
210,kindu,-2.95,25.95,300.2,62,62,1.12,CD,1688920380
211,kapa'a,22.0752,-159.319,298.33,75,75,7.72,US,1688920380
212,oebisfelde,52.4333,10.9833,307.6,53,53,2.22,DE,1688920381
213,qarqaraly,49.4058,75.4742,290.78,100,100,1.73,KZ,1688920381
214,suntar,62.1444,117.6319,287.94,44,44,2.06,RU,1688920118
215,el colomo,19.05,-104.25,303.14,47,47,3.22,MX,1688920381
216,evinayong,1.4368,10.5512,294.7,100,100,0.83,GQ,1688920382
217,mount gambier,-37.8333,140.7667,284.55,100,100,4.02,AU,1688920383
218,mata-utu,-13.2816,-176.1745,300.98,49,49,7.34,WF,1688920214
219,aasiaat,68.7098,-52.8699,278.05,89,89,2.62,GL,1688920383
220,ungsang-nodongjagu,42.3578,130.4622,291.77,100,100,0.74,KP,1688920383
221,p'ot'i,42.1462,41.672,294.87,100,100,3.86,GE,1688920384
222,lejanias,3.5251,-74.0216,296.6,83,83,1.14,CO,1688920385
223,smithers,54.7804,-127.1743,290.33,20,20,1.03,CA,1688920385
224,tsiombe,-25.3,45.4833,293.83,0,0,1.92,MG,1688920386
225,jining,35.405,116.5814,302.03,57,57,4.34,CN,1688920386
226,nadym,65.5333,72.5167,288.62,86,86,4.43,RU,1688920386
227,kill devil hills,36.0307,-75.676,303.16,75,75,5.14,US,1688920386
228,broome,42.2506,-75.833,296.59,0,0,2.57,US,1688920387
229,mount pearl,47.5166,-52.7813,293.96,100,100,3.6,CA,1688920387
230,isla mujeres,21.2311,-86.731,304.18,11,11,6.43,MX,1688920388
231,saint-philippe,-21.3585,55.7679,293.92,13,13,5.37,RE,1688920388
232,shadrinsk,56.0852,63.6335,296.19,4,4,2.64,RU,1688920348
233,saint-jean-de-monts,46.7833,-2.0667,292.87,85,85,4.4,FR,1688920389
234,nieuw amsterdam,5.8833,-55.0833,304.34,40,40,2.57,SR,1688920389
235,hassi messaoud,31.6804,6.0729,319.07,0,0,3.09,DZ,1688920389
236,khandyga,62.6667,135.6,283.18,59,59,2.53,RU,1688920389
237,jaguaquara,-13.5306,-39.9708,303.28,14,14,1.62,BR,1688920389
238,zaozersk,69.4005,32.4476,281.31,37,37,3.07,RU,1688920390
239,tabuk,17.4189,121.4443,297.35,14,14,0.6,PH,1688920390
240,boguchany,58.3814,97.4531,290.02,100,100,1.3,RU,1688920390
241,madang,-5.2246,145.7966,297.89,87,87,2.64,PG,1688920391
242,brookings,44.3114,-96.7984,297.73,0,0,5.66,US,1688920391
243,rongelap,11.1635,166.8941,301.21,99,99,8.73,MH,1688920391
244,keflavik,64.0049,-22.5624,289.39,0,0,6.17,IS,1688920392
245,nova vas,45.7717,14.5058,302.31,35,35,1.26,SI,1688920392
246,minas de marcona,-15.2119,-75.1103,291.86,2,2,5.43,PE,1688920392
247,bandar-e anzali,37.4727,49.4622,301.21,0,0,0.74,IR,1688920392
248,anadyr,64.75,177.4833,278.43,20,20,3.0,RU,1688920393
249,portage la prairie,49.9728,-98.2926,298.11,64,64,3.58,CA,1688920236
250,vetlanda,57.4289,15.0776,297.15,100,100,0.85,SE,1688920393
251,bengkulu,-3.8004,102.2655,297.53,73,73,2.11,ID,1688920394
252,yoshkar-ola,56.6388,47.8908,291.33,100,100,3.22,RU,1688920335
253,conduaga,8.862,117.4893,299.68,100,100,2.62,PH,1688920394
254,es castell,39.8795,4.2854,305.53,0,0,2.57,ES,1688920395
255,kailua-kona,19.6406,-155.9956,297.32,100,100,2.06,US,1688920241
256,mazagao,-0.115,-51.2894,305.18,3,3,2.48,BR,1688920395
257,vicuna,-30.0319,-70.7081,294.13,100,100,1.64,CL,1688920395
258,isangel,-19.55,169.2667,293.47,19,19,4.5,VU,1688920395
259,naze,28.3667,129.4833,299.66,42,42,3.56,JP,1688920396
260,amungan,15.3652,119.9582,300.1,18,18,1.68,PH,1688920396
261,kingston,17.997,-76.7936,307.17,20,20,10.29,JM,1688920334
262,hami,42.8,93.45,302.46,100,100,3.66,CN,1688920397
263,callao,-12.0667,-77.15,299.66,100,100,4.63,PE,1688920317
264,kyakhta,50.3508,106.4494,290.46,98,98,1.36,RU,1688920397
265,coquimbo,-29.9533,-71.3436,289.0,0,0,3.6,CL,1688920314
266,vadso,70.0744,29.7487,285.64,0,0,5.14,NO,1688920398
267,san fernando,15.0286,120.6898,302.0,13,13,0.86,PH,1688920398
268,szabadszallas,46.8758,19.2232,304.25,1,1,3.09,HU,1688920398
269,sitka,57.0531,-135.33,285.09,100,100,5.66,US,1688920262
270,sirte,31.2089,16.5887,301.81,0,0,5.34,LY,1688920399
271,saint augustine beach,29.8505,-81.2654,308.16,40,40,5.14,US,1688920399
272,taoudenni,22.6783,-3.9836,320.25,0,0,6.58,ML,1688920399
273,labytnangi,66.6572,66.4183,283.55,100,100,3.77,RU,1688920399
274,praia da vitoria,38.7333,-27.0667,297.29,20,20,1.9,PT,1688920399
275,nova sintra,14.8667,-24.7167,295.15,28,28,7.98,CV,1688920400
276,mukalla,14.5425,49.1242,306.06,100,100,0.86,YE,1688920400
277,meadow lake,34.8014,-106.5436,305.64,2,2,2.98,US,1688920400
278,port alfred,-33.5906,26.891,286.18,100,100,8.29,ZA,1688920400
279,rio grande,-32.035,-52.0986,294.21,83,83,5.76,BR,1688920401
280,alice springs,-23.7,133.8833,276.9,16,16,3.56,AU,1688920401
281,papatowai,-46.5619,169.4708,280.03,100,100,1.47,NZ,1688920402
282,prince rupert,54.3161,-130.3201,285.2,100,100,3.09,CA,1688920402
283,pedernales,18.0384,-71.744,304.84,100,100,2.51,DO,1688920402
284,pacific grove,36.6177,-121.9166,288.65,75,75,3.58,US,1688920365
285,ghat,24.9647,10.1728,310.69,50,50,8.86,LY,1688920403
286,conception bay south,47.4999,-52.9981,294.29,86,86,3.98,CA,1688920403
287,tadmur,34.5608,38.2805,304.47,0,0,8.07,SY,1688920403
288,jeddah,21.5169,39.2192,310.07,0,0,3.6,SA,1688920404
289,puerto leguizamo,-0.1934,-74.7819,301.72,45,45,0.42,CO,1688920404
290,playa del ingles,27.7567,-15.5787,300.01,0,0,1.79,ES,1688920330
291,chengde,40.9725,117.9361,293.93,14,14,1.08,CN,1688920404
292,carnarvon,-24.8667,113.6333,289.64,0,0,7.02,AU,1688920405
293,kinablangan,7.6947,126.5503,298.56,45,45,1.99,PH,1688920405
294,plettenberg bay,-34.0527,23.3716,284.15,77,77,5.65,ZA,1688920405
295,tolanaro,-25.0319,46.9987,296.19,20,20,4.12,MG,1688920405
296,vorkuta,67.5,64.0,284.98,100,100,4.41,RU,1688920406
297,sao martinho,39.5144,-9.1311,301.35,3,3,5.36,PT,1688920406
298,chhor,25.5167,69.7667,305.22,86,86,6.27,PK,1688920406
299,happy valley-goose bay,53.3168,-60.3315,295.32,40,40,4.63,CA,1688920406
300,yung shue wan,22.2333,114.1167,304.02,51,51,4.44,HK,1688920407
301,kerikeri,-35.2268,173.9474,284.21,98,98,0.45,NZ,1688920407
302,broken hill,-31.95,141.4333,281.26,2,2,2.15,AU,1688920407
303,ambon,-3.6954,128.1814,300.23,40,40,3.6,ID,1688920408
304,charters towers,-20.1,146.2667,285.23,6,6,1.84,AU,1688920408
305,wailua homesteads,22.0669,-159.378,297.59,75,75,7.72,US,1688920408
306,howard springs,-12.497,131.047,293.1,68,68,3.75,AU,1688920408
307,ebon,4.582,168.6964,300.71,85,85,4.49,MH,1688920409
308,qeshm,26.9581,56.2719,309.09,0,0,5.3,IR,1688920409
309,mulayjah,27.271,48.4242,310.93,0,0,2.35,SA,1688920409
310,mccomb,31.2438,-90.4531,303.08,40,40,4.12,US,1688920381
311,inhambane,-23.865,35.3833,298.14,20,20,5.14,MZ,1688920410
312,urengoy,65.9667,78.3667,285.49,56,56,3.47,RU,1688920410
313,aykhal,66.0,111.5,291.35,41,41,7.11,RU,1688920403
314,benidorm,38.5382,-0.131,304.99,82,82,1.28,ES,1688920411
315,caleta de carquin,-11.0925,-77.6267,295.88,16,16,5.16,PE,1688920411
316,qaqortoq,60.7167,-46.0333,282.88,90,90,2.6,GL,1688920156
317,sanchor,24.7553,71.7722,301.72,100,100,3.11,IN,1688920411
318,kawm umbu,24.4767,32.9463,309.58,0,0,4.86,EG,1688920412
319,bartica,6.4,-58.6167,304.33,35,35,1.65,GY,1688920412
320,lubuklinggau,-3.3,102.8667,295.82,42,42,0.94,ID,1688920412
321,bardsir,29.9227,56.5743,300.77,0,0,2.61,IR,1688920412
322,enewetak,11.3474,162.3373,301.33,100,100,5.18,MH,1688920413
323,dampit,-8.2116,112.7493,294.88,88,88,0.63,ID,1688920413
324,jayapura,-2.5333,140.7,297.81,93,93,2.45,ID,1688920413
325,fort bragg,35.139,-79.006,304.93,0,0,2.57,US,1688920413
326,yemva,62.59,50.8594,285.55,99,99,1.83,RU,1688920414
327,murzuq,25.9155,13.9184,310.96,1,1,7.68,LY,1688920414
328,barra de santo antonio,-9.4047,-35.5072,297.75,32,32,4.25,BR,1688920414
329,rumonge,-3.9736,29.4386,296.52,43,43,1.24,BI,1688920414
330,dahab,28.501,34.5134,305.51,0,0,1.61,EG,1688920414
331,sevierville,35.8681,-83.5618,300.89,75,75,2.06,US,1688920352
332,colares,38.7992,-9.4469,300.97,0,0,10.8,PT,1688920415
333,trujillo,-8.116,-79.03,296.13,100,100,4.63,PE,1688920415
334,queenstown,-31.8976,26.8753,277.07,93,93,3.85,ZA,1688920415
335,harrisburg,40.2737,-76.8844,302.23,75,75,5.14,US,1688920405
336,saipan,15.1355,145.701,302.54,0,0,5.66,MP,1688920416
337,al hudaydah,14.7978,42.9545,307.38,100,100,7.48,YE,1688920416
338,bulgan,48.8125,103.5347,288.3,72,72,1.3,MN,1688920416
339,mitsamiouli,-11.3847,43.2844,299.31,20,20,5.14,KM,1688920416
340,champerico,14.3,-91.9167,313.45,99,99,0.97,GT,1688920417
341,ilulissat,69.2167,-51.1,286.16,75,75,2.06,GL,1688920417
342,sapu padidu,5.9172,125.2669,299.09,97,97,1.27,PH,1688920417
343,mahanoro,-19.9,48.8,294.06,15,15,1.36,MG,1688920417
344,loango,-4.6719,11.8312,296.96,20,20,4.12,CG,1688920418
345,floro,61.5996,5.0328,300.19,50,50,2.57,NO,1688920418
346,lorengau,-2.0226,147.2712,299.26,100,100,1.13,PG,1688920418
347,akureyri,65.6835,-18.0878,289.11,20,20,6.69,IS,1688920418
348,rehoboth,-23.3167,17.0833,281.16,0,0,5.17,NA,1688920419
349,viqueque,-8.8673,126.3658,295.34,99,99,1.47,TL,1688920419
350,mejit,10.2753,170.8646,301.33,100,100,7.71,MH,1688920419
351,wafangdian,39.6183,122.0081,294.02,45,45,1.66,CN,1688920419
352,tofol,5.3248,163.0078,301.25,100,100,6.12,FM,1688920420
353,barah,13.7,30.3667,306.94,98,98,3.07,SD,1688920420
354,machico,32.7,-16.7667,297.6,40,40,2.57,PT,1688920420
355,newman,37.3138,-121.0208,293.28,0,0,0.55,US,1688920420
356,nuuk,64.1835,-51.7216,282.49,75,75,4.12,GL,1688920420
357,youssoufia,32.2463,-8.5294,307.28,0,0,8.61,MA,1688920421
358,puerto baquerizo moreno,-0.9,-89.6,299.7,75,75,5.14,EC,1688920211
359,zhangjiakou,40.81,114.8794,295.91,28,28,1.57,CN,1688920421
360,kalmunai,7.4167,81.8167,300.25,96,96,1.51,LK,1688920421
361,palikir - national government center,6.9248,158.1611,300.56,100,100,2.57,FM,1688920421
362,garachico,28.7781,-17.7646,297.21,20,20,5.14,ES,1688920427
363,gadzhiyevo,69.2551,33.3362,280.59,18,18,3.35,RU,1688920396
364,karratha,-20.7377,116.8463,291.61,1,1,4.87,AU,1688920427
365,ponta delgada,37.7333,-25.6667,296.55,20,20,4.63,PT,1688920428
366,margate,51.3813,1.3862,291.1,92,92,1.34,GB,1688920428
367,eyl,7.9803,49.8164,299.34,65,65,11.04,SO,1688920428
368,tam ky,15.5667,108.4833,298.75,30,30,2.19,VN,1688920428
369,camiri,-20.05,-63.5167,293.03,100,100,1.54,BO,1688920429
370,solleftea,63.1667,17.2667,294.07,85,85,2.13,SE,1688920429
371,vernon,50.2581,-119.2691,298.87,0,0,2.06,CA,1688920429
372,paranaiba,-19.6772,-51.1908,305.47,15,15,2.68,BR,1688920230
373,eagle,43.6954,-116.354,304.05,0,0,4.12,US,1688920322
374,east london,-33.0153,27.9116,282.67,100,100,6.17,ZA,1688920430
375,lithgow,-33.4833,150.15,277.52,1,1,4.26,AU,1688920430
376,quellon,-43.1167,-73.6167,281.29,100,100,2.57,CL,1688920430
377,twante,16.7167,95.9333,303.22,100,100,2.99,MM,1688920430
378,baiti,13.745,-14.7482,312.35,26,26,1.96,SN,1688920431
379,tianchang,37.9981,114.0156,301.26,24,24,3.14,CN,1688920303
380,mongo,12.1844,18.693,303.82,69,69,2.01,TD,1688920431
381,dunedin,-45.8742,170.5036,282.48,100,100,2.64,NZ,1688920432
382,port moresby,-9.4431,147.1797,297.83,40,40,5.14,PG,1688920432
383,neustadt,49.7117,12.0872,305.96,0,0,2.06,DE,1688920432
384,as sulayyil,20.4607,45.5779,315.29,100,100,2.82,SA,1688920432
385,taulaga,-11.0553,-171.0883,301.43,90,90,7.09,AS,1688920432
386,hadibu,12.65,54.0333,299.25,17,17,6.88,YE,1688920433
387,nica,43.7031,7.2661,306.19,0,0,2.06,FR,1688920234
388,taluksangay,6.9542,122.1839,299.52,99,99,0.98,PH,1688920433
